user_id,country,age_group,gender,customer_tier,preferred_sport,registration_date,is_active
1064,Australia,35-44,Female,Bronze,Football,2022-12-04,False
1065,Australia,25-34,Male,Bronze,Basketball,2023-02-26,False
1066,United Kingdom,45-54,Male,Silver,Basketball,2023-12-12,False
1067,Australia,25-34,Male,Bronze,Basketball,2023-05-23,False
1068,Australia,25-34,Male,Bronze,Football,2022-10-23,True
1069,Australia,18-24,Male,Bronze,Football,2023-11-10,True
1070,Australia,25-34,Male,Bronze,Basketball,2023-02-15,False
1071,Australia,55+,Male,Bronze,Football,2023-07-18,True
1072,Australia,25-34,Female,Silver,Football,2022-02-07,False
1073,Australia,18-24,Male,VIP,Football,2023-04-11,True
1074,Australia,25-34,Male,Gold,Football,2022-04-01,True
1075,Canada,25-34,Male,Gold,Football,2022-11-19,False
1076,Australia,18-24,Male,Bronze,Football,2022-09-16,True
1077,Australia,25-34,Male,Bronze,Football,2022-11-28,True
1078,United Kingdom,35-44,Male,Bronze,Basketball,2022-04-29,True
1079,Australia,35-44,Male,Silver,Football,2023-02-18,True
1080,New Zealand,25-34,Female,Bronze,Tennis,2023-06-11,False
1081,Ireland,25-34,Female,Silver,Handball,2022-01-02,True
1082,Australia,55+,Male,Bronze,Rugby,2023-11-05,True
1083,Australia,25-34,Male,Bronze,Football,2023-07-10,True
1084,New Zealand,25-34,Male,VIP,Snooker,2023-04-19,False
1085,New Zealand,25-34,Male,Silver,Football,2023-02-28,True
1086,Australia,25-34,Male,Gold,Football,2022-02-25,True
1087,United Kingdom,35-44,Female,Silver,Table Tennis,2022-07-12,True
1088,Australia,25-34,Male,Gold,Volleyball,2023-06-15,False
1089,Canada,35-44,Male,Silver,Tennis,2023-01-06,False
1090,Australia,18-24,Male,Gold,Basketball,2023-09-30,True
1091,New Zealand,25-34,Female,Bronze,Basketball,2023-05-26,True
1092,United Kingdom,35-44,Female,Silver,Football,2023-10-03,False
1093,United Kingdom,25-34,Male,Silver,Football,2023-03-29,True
1094,Australia,35-44,Male,Bronze,Tennis,2022-02-22,False
1095,Australia,25-34,Male,Gold,Handball,2022-07-28,True
1096,Australia,35-44,Male,VIP,Football,2022-10-01,True
1097,Australia,18-24,Male,Bronze,Rugby,2023-07-17,True
1098,Australia,45-54,Female,Bronze,Football,2022-05-15,False
1099,Ireland,25-34,Female,Bronze,Tennis,2022-10-22,True
1100,Australia,45-54,Female,Gold,Basketball,2023-03-25,True
1101,Australia,25-34,Male,Silver,Ice Hockey,2023-12-17,True
1102,Canada,35-44,Female,Bronze,Football,2023-05-12,False
1103,New Zealand,25-34,Female,Silver,Tennis,2022-05-05,True
1104,New Zealand,45-54,Male,Bronze,Basketball,2022-01-30,True
1105,Canada,18-24,Female,Silver,Football,2023-10-08,True
1106,Australia,18-24,Male,Bronze,Football,2023-09-16,True
1107,Australia,25-34,Female,Bronze,Basketball,2022-09-03,True
1108,Ireland,18-24,Male,Silver,Tennis,2023-12-28,True
1109,United Kingdom,25-34,Male,Bronze,Football,2022-06-12,True
1110,Australia,55+,Male,Bronze,Tennis,2022-11-15,True
1111,Ireland,55+,Male,Bronze,Handball,2023-07-19,False
1112,Australia,25-34,Male,Bronze,Football,2022-01-15,False
1113,Australia,55+,Male,Bronze,Basketball,2023-07-20,True
1114,Australia,35-44,Male,VIP,Football,2023-02-22,True
1115,United Kingdom,25-34,Male,Gold,Football,2022-04-06,True
1116,United Kingdom,35-44,Female,Gold,Football,2022-08-19,True
1117,Australia,35-44,Female,Gold,Tennis,2022-04-27,True
1118,New Zealand,55+,Male,Bronze,Rugby,2023-04-18,True
1119,Australia,25-34,Female,Bronze,Football,2022-05-01,True
1120,Australia,35-44,Male,Bronze,Basketball,2023-10-26,True
1121,New Zealand,18-24,Female,Gold,Tennis,2022-06-07,True
1122,Canada,18-24,Male,Silver,Football,2023-05-26,True
1123,New Zealand,18-24,Male,Bronze,Tennis,2022-10-26,True
1124,Ireland,55+,Male,Bronze,Rugby,2023-06-06,True
1125,United Kingdom,45-54,Male,Silver,Volleyball,2023-12-24,True
1126,United Kingdom,45-54,Female,Silver,Volleyball,2022-10-07,True
1127,Australia,25-34,Female,Gold,Football,2023-03-02,True
1128,Australia,25-34,Male,Bronze,Rugby,2023-05-10,True
1129,Australia,18-24,Male,Gold,Football,2023-04-29,True
1130,Australia,25-34,Female,Bronze,Ice Hockey,2022-09-07,False
1131,United Kingdom,25-34,Female,Silver,Snooker,2023-04-13,True
1132,Australia,35-44,Male,Gold,Football,2023-07-19,True
1133,Australia,35-44,Male,Gold,Tennis,2022-05-29,False
1134,Australia,18-24,Male,Bronze,Basketball,2023-01-28,True
1135,United Kingdom,18-24,Male,Bronze,Ice Hockey,2022-07-15,True
1136,Australia,18-24,Male,Bronze,Football,2023-09-06,True
1137,New Zealand,25-34,Male,Bronze,Baseball,2023-06-05,True
1138,Australia,55+,Female,Silver,Basketball,2022-05-20,True
1139,Australia,35-44,Male,Gold,Football,2022-03-13,True
1140,United Kingdom,45-54,Female,Bronze,Football,2022-10-10,True
1141,Ireland,25-34,Female,Bronze,Rugby,2023-03-01,True
1142,Australia,25-34,Female,Bronze,Football,2022-12-15,True
1143,United Kingdom,18-24,Male,Gold,Football,2023-06-04,True
1144,United Kingdom,45-54,Female,VIP,Tennis,2022-10-01,False
1145,Australia,45-54,Male,Bronze,Basketball,2022-01-03,True
1146,New Zealand,18-24,Male,Bronze,Ice Hockey,2022-10-17,True
1147,Ireland,25-34,Male,Silver,Football,2022-11-02,True
1148,United Kingdom,25-34,Male,Silver,Rugby,2023-08-25,True
1149,New Zealand,35-44,Female,Bronze,Baseball,2023-08-17,True
1150,New Zealand,55+,Female,Gold,Football,2023-11-07,True
1151,United Kingdom,35-44,Male,VIP,Ice Hockey,2023-05-17,False
1152,Ireland,35-44,Male,Silver,Snooker,2022-06-02,True
1153,United Kingdom,18-24,Male,Silver,Ice Hockey,2023-04-03,True
1154,United Kingdom,18-24,Male,Bronze,Ice Hockey,2023-07-06,True
1155,United Kingdom,25-34,Female,Silver,Football,2023-05-11,True
1156,Ireland,18-24,Male,Bronze,Tennis,2022-12-20,True
1157,Australia,35-44,Female,Bronze,Tennis,2022-12-07,True
1158,New Zealand,35-44,Male,Bronze,Ice Hockey,2023-07-20,True
1159,New Zealand,18-24,Male,Bronze,Table Tennis,2023-07-11,False
1160,Australia,45-54,Male,Bronze,Football,2023-01-22,True
1161,Ireland,18-24,Male,Silver,Football,2023-04-12,True
1162,Australia,25-34,Male,Silver,Football,2022-11-26,True
1163,Australia,25-34,Female,Silver,Ice Hockey,2022-07-13,True
1164,United Kingdom,25-34,Female,Bronze,Football,2023-12-16,True
1165,Australia,25-34,Male,Bronze,Basketball,2022-09-02,True
1166,Ireland,25-34,Male,Gold,Football,2023-08-09,True
1167,Ireland,25-34,Male,Bronze,Tennis,2023-01-28,False
1168,Australia,55+,Male,VIP,Football,2022-08-28,True
1169,Australia,18-24,Male,Bronze,Volleyball,2023-02-25,True
1170,Australia,18-24,Male,Silver,Basketball,2022-02-14,True
1171,United Kingdom,18-24,Female,Bronze,Snooker,2022-11-22,True
1172,Canada,35-44,Male,Silver,Tennis,2023-04-30,True
1173,United Kingdom,18-24,Female,Gold,Football,2023-12-24,True
1174,Australia,45-54,Male,Gold,Football,2023-01-26,True
1175,United Kingdom,25-34,Female,VIP,Table Tennis,2023-01-31,True
1176,Australia,25-34,Male,Bronze,Ice Hockey,2023-11-11,False
1177,Ireland,35-44,Male,Silver,Football,2023-10-30,True
1178,Australia,18-24,Female,Bronze,Ice Hockey,2022-06-05,True
1179,Ireland,25-34,Male,Silver,Tennis,2023-05-23,True
1180,Australia,25-34,Male,Bronze,Football,2022-02-07,True
1181,Canada,35-44,Female,Gold,Football,2022-05-10,True
1182,Australia,25-34,Female,Gold,Volleyball,2023-05-30,True
1183,United Kingdom,18-24,Female,Bronze,Football,2023-08-28,True
1184,New Zealand,55+,Male,Bronze,Football,2022-12-06,True
1185,Australia,18-24,Male,Bronze,Football,2022-04-13,True
1186,New Zealand,45-54,Female,Silver,Football,2023-03-27,True
1187,United Kingdom,45-54,Male,Bronze,Tennis,2022-04-13,True
1188,Australia,25-34,Male,Gold,Football,2023-06-23,True
1189,Australia,18-24,Male,Silver,Football,2023-04-13,False
1190,United Kingdom,18-24,Male,Silver,Snooker,2022-01-16,True
1191,Australia,35-44,Male,Silver,Football,2022-05-28,True
1192,United Kingdom,35-44,Male,Bronze,Football,2023-02-24,False
1193,Australia,45-54,Male,Gold,Tennis,2023-11-02,False
1194,United Kingdom,55+,Male,Silver,Tennis,2022-06-08,True
1195,Australia,35-44,Male,VIP,Rugby,2022-03-18,True
1196,New Zealand,18-24,Male,Silver,Football,2023-04-26,False
1197,Canada,25-34,Female,Silver,Volleyball,2022-09-29,True
1198,Canada,45-54,Male,Bronze,Ice Hockey,2022-12-13,True
1199,United Kingdom,25-34,Male,Silver,Ice Hockey,2023-10-01,False
1200,Australia,18-24,Female,Silver,Football,2023-12-11,True
1201,Ireland,35-44,Male,Silver,Football,2023-02-12,True
1202,Australia,25-34,Male,Silver,Basketball,2023-10-28,True
1203,Australia,55+,Male,Bronze,Volleyball,2022-03-24,True
1204,Australia,35-44,Female,VIP,Basketball,2022-12-03,True
1205,Australia,18-24,Female,VIP,Football,2023-11-22,True
1206,Ireland,55+,Female,Bronze,Football,2023-07-01,True
1207,United Kingdom,25-34,Female,Gold,Ice Hockey,2023-01-25,True
1208,Australia,25-34,Male,Bronze,Ice Hockey,2022-11-21,False
1209,Australia,25-34,Male,Silver,Football,2023-10-04,True
1210,Canada,18-24,Male,Bronze,Football,2023-05-15,True
1211,Australia,25-34,Male,VIP,Tennis,2023-07-09,False
1212,Australia,18-24,Male,Bronze,Basketball,2022-02-06,True
1213,Australia,25-34,Male,Bronze,Ice Hockey,2023-09-25,True
1214,Ireland,25-34,Male,Bronze,Rugby,2022-03-12,True
1215,United Kingdom,35-44,Female,Bronze,Basketball,2022-08-29,False
1216,Australia,45-54,Male,Silver,Football,2023-10-09,True
1217,Australia,18-24,Male,Bronze,Ice Hockey,2023-12-02,True
1218,United Kingdom,25-34,Male,Silver,Table Tennis,2022-10-22,True
1219,United Kingdom,25-34,Male,VIP,Handball,2022-08-21,True
1220,Australia,18-24,Male,Gold,Volleyball,2022-04-03,True
1221,Canada,45-54,Male,Gold,Football,2023-03-21,True
1222,Australia,35-44,Male,Bronze,Ice Hockey,2022-04-11,True
1223,Australia,25-34,Female,Bronze,Volleyball,2023-10-11,True
1224,New Zealand,25-34,Female,Silver,Basketball,2023-12-22,True
1225,Australia,18-24,Male,Bronze,Football,2022-04-13,True
1226,United Kingdom,35-44,Male,Gold,Baseball,2023-03-31,True
1227,Australia,18-24,Male,Bronze,Tennis,2022-06-20,False
1228,Australia,55+,Female,Gold,Football,2023-12-12,True
1229,Canada,45-54,Male,Bronze,Football,2022-11-03,True
1230,Australia,25-34,Male,Gold,Basketball,2022-01-30,True
1231,New Zealand,35-44,Female,Bronze,Tennis,2022-02-17,False
1232,Australia,45-54,Male,Bronze,Football,2022-11-29,True
1233,Australia,35-44,Male,Silver,Ice Hockey,2022-02-27,False
1234,Australia,18-24,Male,Bronze,Rugby,2022-10-28,False
1235,United Kingdom,25-34,Male,Silver,Ice Hockey,2023-01-03,False
1236,Australia,45-54,Male,Silver,Football,2023-01-19,False
1237,New Zealand,35-44,Male,Bronze,Ice Hockey,2023-03-18,True
1238,Australia,35-44,Female,Gold,Football,2022-05-30,False
1239,Canada,45-54,Male,Bronze,Football,2022-09-08,True
1240,Australia,45-54,Male,Silver,Football,2023-06-28,False
1241,New Zealand,45-54,Male,Silver,Volleyball,2023-02-26,True
1242,Ireland,18-24,Female,Silver,Football,2023-08-03,True
1243,Ireland,35-44,Male,Bronze,Football,2023-11-30,True
1244,Ireland,35-44,Male,Bronze,Football,2022-07-04,True
1245,Ireland,35-44,Male,Silver,Tennis,2022-06-24,True
1246,United Kingdom,35-44,Female,Bronze,Snooker,2022-06-29,True
1247,Australia,18-24,Male,Bronze,Snooker,2022-03-22,False
1248,Australia,45-54,Male,Silver,Football,2023-09-17,True
1249,New Zealand,35-44,Male,Silver,Football,2023-01-27,True
1250,United Kingdom,18-24,Female,Bronze,Football,2023-09-27,True
1251,Ireland,25-34,Male,Bronze,Rugby,2023-12-01,True
1252,Australia,18-24,Male,Bronze,Football,2022-09-04,True
1253,Australia,25-34,Female,Bronze,Football,2023-05-25,False
1254,Australia,18-24,Female,Bronze,Tennis,2023-08-21,True
1255,United Kingdom,25-34,Male,Bronze,Football,2022-05-27,True
1256,Australia,35-44,Female,VIP,Football,2022-08-26,True
1257,Australia,35-44,Male,Silver,Football,2023-04-18,False
1258,Australia,35-44,Male,Bronze,Football,2023-10-16,True
1259,Australia,45-54,Female,Bronze,Tennis,2022-09-18,True
1260,United Kingdom,25-34,Male,Silver,Baseball,2023-04-16,True
1261,Australia,18-24,Male,Bronze,Football,2022-09-19,True
1262,Ireland,45-54,Male,Silver,Football,2023-11-14,False
1263,Australia,18-24,Male,Gold,Snooker,2022-01-10,True
1264,Australia,55+,Male,Silver,Volleyball,2023-04-22,True
1265,Australia,45-54,Female,Bronze,Football,2022-10-22,True
1266,Australia,25-34,Female,Silver,Ice Hockey,2023-11-25,True
1267,Australia,55+,Male,VIP,Football,2023-07-14,True
1268,Australia,18-24,Male,Silver,Ice Hockey,2022-06-11,True
1269,United Kingdom,25-34,Female,Silver,Baseball,2022-03-17,True
1270,Australia,35-44,Male,Bronze,Tennis,2023-03-29,False
1271,United Kingdom,25-34,Male,Bronze,Tennis,2022-12-20,True
1272,New Zealand,55+,Male,Silver,Football,2023-08-25,True
1273,Ireland,18-24,Male,Gold,Basketball,2022-11-03,True
1274,Australia,35-44,Male,Silver,Basketball,2023-10-17,True
1275,Australia,35-44,Male,Silver,Basketball,2023-03-11,True
1276,Australia,35-44,Male,Bronze,Football,2023-12-08,True
1277,Australia,25-34,Male,Bronze,Tennis,2022-09-14,True
1278,Canada,25-34,Male,Silver,Basketball,2023-04-13,False
1279,Australia,45-54,Female,Bronze,Football,2022-11-06,True
1280,Australia,25-34,Female,Silver,Football,2022-07-23,True
1281,United Kingdom,45-54,Male,Bronze,Football,2023-01-29,False
1282,United Kingdom,35-44,Male,Silver,Ice Hockey,2023-05-10,True
1283,United Kingdom,35-44,Female,Gold,Basketball,2022-04-20,True
1284,Australia,35-44,Male,Bronze,Volleyball,2022-08-31,True
1285,Australia,25-34,Female,Bronze,Football,2023-01-26,True
1286,Australia,35-44,Male,Silver,Handball,2023-08-09,False
1287,Australia,45-54,Female,VIP,Ice Hockey,2023-01-03,True
1288,Australia,25-34,Male,Silver,Football,2023-08-12,True
1289,Australia,55+,Male,Bronze,Football,2022-10-30,True
1290,Australia,25-34,Male,Bronze,Football,2023-12-18,False
1291,Australia,18-24,Male,Bronze,Baseball,2022-10-30,True
1292,Australia,25-34,Male,Bronze,Football,2022-01-23,True
1293,United Kingdom,55+,Male,Gold,Football,2023-11-06,True
1294,United Kingdom,25-34,Female,Gold,Football,2023-02-10,True
1295,Ireland,45-54,Male,Bronze,Rugby,2022-10-09,True
1296,Australia,45-54,Male,Bronze,Football,2022-01-09,True
1297,Australia,25-34,Male,Bronze,Football,2023-08-03,True
1298,Australia,18-24,Male,Gold,Tennis,2023-12-04,True
1299,United Kingdom,35-44,Male,Silver,Tennis,2022-02-20,True
1300,United Kingdom,25-34,Male,Silver,Tennis,2023-09-13,True
1301,Australia,45-54,Male,Bronze,Tennis,2023-05-24,True
1302,New Zealand,25-34,Male,Silver,Rugby,2022-10-21,False
1303,Australia,25-34,Male,Bronze,Rugby,2022-08-24,True
1304,Australia,35-44,Male,Bronze,Rugby,2023-09-14,True
1305,United Kingdom,25-34,Male,Silver,Football,2022-12-27,True
1306,New Zealand,25-34,Male,Silver,Rugby,2022-08-13,True
1307,United Kingdom,25-34,Female,Bronze,Football,2023-10-14,True
1308,Ireland,25-34,Male,Bronze,Football,2022-07-14,False
1309,Australia,25-34,Male,Bronze,Snooker,2023-09-28,True
1310,Ireland,45-54,Male,Bronze,Rugby,2022-09-14,True
1311,Australia,25-34,Male,Silver,Tennis,2023-11-26,True
1312,New Zealand,25-34,Male,Gold,Volleyball,2023-11-07,True
1313,Australia,35-44,Male,Bronze,Table Tennis,2023-11-29,False
1314,Ireland,25-34,Female,Bronze,Basketball,2022-05-21,True
1315,Australia,25-34,Female,Bronze,Basketball,2023-10-06,False
1316,United Kingdom,55+,Female,Silver,Ice Hockey,2022-04-10,False
1317,Australia,35-44,Male,Bronze,Football,2023-10-05,True
1318,United Kingdom,35-44,Male,Silver,Football,2023-10-24,True
1319,Australia,35-44,Male,Bronze,Ice Hockey,2022-02-10,True
1320,Australia,18-24,Female,Silver,Football,2022-11-13,False
1321,Australia,35-44,Male,Gold,Football,2023-03-28,True
1322,Australia,25-34,Male,Gold,Football,2022-02-04,True
1323,New Zealand,35-44,Male,VIP,Football,2023-08-17,True
1324,Australia,25-34,Male,Silver,Baseball,2023-01-09,True
1325,Canada,18-24,Female,Gold,Ice Hockey,2022-05-15,False
1326,Australia,25-34,Male,Bronze,Tennis,2022-04-03,True
1327,Australia,55+,Male,Bronze,Baseball,2022-10-30,True
1328,Ireland,25-34,Male,Bronze,Handball,2022-12-01,True
1329,United Kingdom,25-34,Female,Silver,Tennis,2023-03-02,True
1330,Australia,18-24,Male,Gold,Handball,2022-06-29,True
1331,United Kingdom,18-24,Female,Bronze,Tennis,2022-07-25,True
1332,United Kingdom,35-44,Male,Silver,Football,2022-05-16,True
1333,Australia,35-44,Female,Silver,Football,2023-07-07,True
1334,Canada,25-34,Female,Gold,Basketball,2023-01-10,True
1335,Canada,25-34,Male,Silver,Tennis,2023-06-28,True
1336,United Kingdom,35-44,Male,VIP,Basketball,2023-05-29,False
1337,Australia,18-24,Male,Bronze,Ice Hockey,2022-10-07,False
1338,United Kingdom,25-34,Male,Bronze,Football,2022-06-18,True
1339,Australia,25-34,Female,Silver,Football,2022-09-21,True
1340,Australia,25-34,Male,Bronze,Tennis,2023-05-09,False
1341,Australia,25-34,Male,Bronze,Football,2022-10-30,True
1342,Australia,35-44,Male,Silver,Basketball,2022-12-13,False
1343,New Zealand,35-44,Male,Silver,Tennis,2022-04-28,False
1344,United Kingdom,45-54,Female,Silver,Basketball,2023-04-25,True
1345,United Kingdom,25-34,Male,Bronze,Football,2022-03-19,True
1346,Australia,18-24,Female,Silver,Basketball,2022-05-25,True
1347,Australia,25-34,Female,Bronze,Rugby,2022-08-20,True
1348,Australia,55+,Male,Bronze,Table Tennis,2023-11-24,False
1349,Canada,35-44,Male,Silver,Volleyball,2023-11-22,False
1350,Australia,35-44,Female,Bronze,Tennis,2023-02-11,True
1351,New Zealand,18-24,Male,Bronze,Football,2023-07-25,True
1352,United Kingdom,25-34,Male,Silver,Ice Hockey,2023-01-10,True
1353,Australia,18-24,Male,Bronze,Snooker,2022-04-03,True
1354,United Kingdom,35-44,Male,VIP,Football,2023-02-09,True
1355,Australia,55+,Female,Silver,Football,2022-01-15,False
1356,New Zealand,55+,Male,VIP,Football,2022-09-28,True
1357,New Zealand,35-44,Male,Bronze,Ice Hockey,2023-07-04,True
1358,Australia,25-34,Female,Silver,Tennis,2022-05-07,True
1359,Australia,55+,Female,Bronze,Football,2023-04-11,True
1360,United Kingdom,35-44,Male,Gold,Volleyball,2023-01-13,True
1361,New Zealand,18-24,Female,Bronze,Tennis,2023-11-20,True
1362,Australia,25-34,Male,Bronze,Football,2023-11-20,True
1363,United Kingdom,25-34,Female,Gold,Football,2022-09-26,True
1364,United Kingdom,25-34,Male,Bronze,Football,2023-08-22,True
1365,United Kingdom,25-34,Male,Bronze,Tennis,2023-01-26,True
1366,Australia,35-44,Female,Bronze,Football,2023-10-16,False
1367,United Kingdom,25-34,Male,Silver,Tennis,2023-01-16,False
1368,New Zealand,18-24,Female,Bronze,Rugby,2022-04-21,True
1369,Australia,25-34,Male,Bronze,Basketball,2023-11-23,True
1370,Australia,45-54,Female,Bronze,Football,2022-08-28,False
1371,Canada,35-44,Female,Silver,Tennis,2023-04-28,True
1372,Australia,25-34,Male,Silver,Volleyball,2022-01-26,True
1373,New Zealand,55+,Female,Bronze,Football,2023-09-27,True
1374,Australia,45-54,Male,Bronze,Football,2023-07-29,True
1375,Australia,25-34,Female,Bronze,Tennis,2022-12-02,True
1376,New Zealand,18-24,Male,Bronze,Basketball,2023-09-17,True
1377,Australia,35-44,Female,Bronze,Football,2022-08-15,True
1378,Australia,45-54,Male,Bronze,Ice Hockey,2023-10-26,False
1379,Australia,55+,Male,Silver,Basketball,2022-03-06,False
1380,United Kingdom,45-54,Male,Gold,Snooker,2023-10-13,True
1381,Australia,35-44,Male,Bronze,Football,2023-04-21,True
1382,Australia,35-44,Female,Silver,Ice Hockey,2023-12-19,True
1383,Canada,18-24,Male,Silver,Football,2022-11-06,True
1384,Australia,25-34,Male,Silver,Tennis,2023-10-27,True
1385,United Kingdom,25-34,Male,Gold,Tennis,2023-02-23,True
1386,Australia,35-44,Male,Bronze,Football,2022-04-30,True
1387,Ireland,35-44,Male,Bronze,Volleyball,2022-05-24,True
1388,Australia,35-44,Female,Silver,Football,2022-02-16,True
1389,Canada,25-34,Female,Bronze,Tennis,2022-02-08,False
1390,Australia,35-44,Male,Bronze,Football,2022-11-08,True
1391,Australia,18-24,Male,Bronze,Ice Hockey,2023-05-20,False
1392,Australia,25-34,Male,Bronze,Football,2022-04-29,False
1393,Australia,35-44,Male,Silver,Volleyball,2022-04-10,True
1394,Australia,35-44,Male,Bronze,Volleyball,2022-08-29,True
1395,Australia,55+,Female,Bronze,Volleyball,2023-07-05,True
1396,Ireland,25-34,Male,Bronze,Football,2022-05-19,True
1397,Australia,25-34,Female,Bronze,Basketball,2023-02-02,True
1398,Australia,25-34,Male,VIP,Football,2023-04-10,True
1399,United Kingdom,25-34,Male,Bronze,Volleyball,2023-01-15,True
1400,United Kingdom,45-54,Male,VIP,Ice Hockey,2023-11-18,True
1401,Australia,35-44,Male,Silver,Tennis,2023-12-15,True
1402,Australia,45-54,Male,Silver,Ice Hockey,2023-07-08,True
1403,Australia,25-34,Female,Bronze,Football,2023-03-06,True
1404,United Kingdom,45-54,Male,Bronze,Tennis,2023-08-25,True
1405,United Kingdom,18-24,Female,Gold,Football,2022-06-08,True
1406,Australia,45-54,Male,Gold,Baseball,2023-03-01,False
1407,Ireland,25-34,Male,Bronze,Volleyball,2023-11-02,True
1408,Ireland,25-34,Male,Bronze,Ice Hockey,2022-04-12,True
1409,United Kingdom,25-34,Male,Bronze,Snooker,2023-05-17,True
1410,New Zealand,55+,Male,Gold,Football,2023-09-23,True
1411,Australia,18-24,Male,Bronze,Handball,2023-02-22,True
1412,Australia,25-34,Male,Silver,Football,2022-10-14,True
1413,Australia,45-54,Male,Silver,Ice Hockey,2022-02-03,False
1414,Australia,25-34,Male,Silver,Ice Hockey,2023-12-08,True
1415,Australia,25-34,Male,Silver,Football,2023-01-15,True
1416,New Zealand,25-34,Male,Bronze,Football,2022-08-11,True
1417,Australia,25-34,Female,VIP,Football,2023-03-31,True
1418,Australia,45-54,Male,Silver,Table Tennis,2023-04-01,False
1419,Australia,35-44,Female,Silver,Football,2022-08-30,True
1420,New Zealand,25-34,Male,Bronze,Tennis,2023-01-07,False
1421,Australia,55+,Male,Silver,Rugby,2022-04-12,True
1422,Australia,25-34,Male,Bronze,Football,2023-12-04,True
1423,Australia,18-24,Female,Bronze,Tennis,2023-01-12,True
1424,Australia,25-34,Male,Silver,Basketball,2023-07-12,True
1425,Canada,25-34,Female,Silver,Football,2023-10-23,False
1426,Canada,18-24,Male,Silver,Rugby,2023-01-03,True
1427,Australia,55+,Male,Bronze,Football,2022-03-04,True
1428,Canada,35-44,Male,Silver,Football,2023-02-12,False
1429,United Kingdom,25-34,Male,Bronze,Tennis,2022-10-10,True
1430,New Zealand,35-44,Male,Silver,Tennis,2022-07-14,True
1431,Australia,35-44,Male,Bronze,Snooker,2022-05-06,True
1432,Australia,55+,Male,Silver,Handball,2023-04-11,True
1433,Australia,45-54,Female,Gold,Tennis,2022-04-04,True
1434,United Kingdom,25-34,Male,Bronze,Football,2023-11-10,True
1435,Australia,35-44,Female,Bronze,Football,2022-08-06,False
1436,Australia,35-44,Male,Silver,Football,2023-10-20,True
1437,Australia,35-44,Male,Silver,Tennis,2023-10-17,False
1438,United Kingdom,18-24,Female,Silver,Rugby,2023-09-04,True
1439,Australia,18-24,Female,Silver,Football,2022-01-22,True
1440,United Kingdom,25-34,Female,Bronze,Football,2022-02-21,True
1441,Canada,25-34,Male,Bronze,Tennis,2022-12-08,False
1442,Australia,18-24,Male,Bronze,Football,2022-09-07,True
1443,United Kingdom,35-44,Male,Bronze,Ice Hockey,2022-05-09,True
1444,Australia,18-24,Male,Silver,Tennis,2023-08-02,True
1445,New Zealand,35-44,Male,Bronze,Tennis,2022-07-30,False
1446,Australia,35-44,Female,Gold,Football,2022-03-12,False
1447,United Kingdom,55+,Female,Gold,Handball,2023-07-22,True
1448,Ireland,25-34,Male,Gold,Football,2022-08-01,True
1449,New Zealand,18-24,Male,Gold,Volleyball,2023-08-24,True
1450,United Kingdom,35-44,Female,Bronze,Football,2022-08-10,False
1451,Australia,45-54,Male,Gold,Handball,2022-08-27,True
1452,United Kingdom,55+,Male,Bronze,Ice Hockey,2022-12-03,True
1453,New Zealand,25-34,Male,Bronze,Football,2022-06-01,False
1454,United Kingdom,25-34,Male,Silver,Volleyball,2023-09-03,True
1455,Australia,45-54,Female,Bronze,Ice Hockey,2022-01-03,True
1456,New Zealand,25-34,Male,VIP,Football,2022-10-11,True
1457,United Kingdom,35-44,Male,Silver,Football,2022-05-29,True
1458,United Kingdom,25-34,Male,Silver,Basketball,2022-05-14,True
1459,Australia,18-24,Female,Bronze,Basketball,2023-07-08,True
1460,United Kingdom,25-34,Female,Silver,Ice Hockey,2022-09-14,True
1461,Australia,25-34,Male,Bronze,Ice Hockey,2022-06-28,True
1462,United Kingdom,35-44,Male,Gold,Basketball,2022-04-23,True
1463,Australia,55+,Male,Bronze,Rugby,2023-11-08,False
1464,United Kingdom,25-34,Male,Silver,Tennis,2022-01-27,True
1465,Canada,45-54,Male,Bronze,Football,2022-05-15,True
1466,Australia,18-24,Male,Bronze,Handball,2022-01-16,True
1467,Canada,35-44,Male,Bronze,Football,2023-01-02,True
1468,Australia,18-24,Male,Bronze,Football,2022-09-01,False
1469,New Zealand,55+,Male,Silver,Ice Hockey,2023-08-26,True
1470,Ireland,35-44,Female,Bronze,Tennis,2022-11-28,True
1471,United Kingdom,35-44,Male,Bronze,Football,2022-01-17,False
1472,United Kingdom,45-54,Male,Silver,Football,2022-06-28,True
1473,New Zealand,35-44,Female,Bronze,Basketball,2022-09-29,True
1474,Australia,55+,Male,Bronze,Baseball,2022-02-23,False
1475,Australia,35-44,Male,Gold,Tennis,2022-05-10,True
1476,United Kingdom,55+,Male,Bronze,Tennis,2023-03-08,True
1477,Ireland,25-34,Male,Bronze,Football,2023-06-23,True
1478,Ireland,18-24,Female,Bronze,Football,2022-04-27,False
1479,Ireland,25-34,Male,Bronze,Football,2022-03-07,True
1480,Australia,18-24,Female,Silver,Football,2023-05-03,True
1481,Ireland,35-44,Male,Bronze,Tennis,2023-04-05,False
1482,Australia,25-34,Male,Silver,Football,2023-01-06,True
1483,Australia,35-44,Male,Bronze,Football,2023-06-10,True
1484,Australia,18-24,Male,Bronze,Ice Hockey,2023-08-31,True
1485,Australia,25-34,Male,Bronze,Handball,2022-04-22,True
1486,Australia,25-34,Male,Silver,Snooker,2023-04-08,True
1487,Australia,55+,Male,VIP,Basketball,2023-05-31,False
